	txt	labels
2569	dumbledore!  cried rita skeeter, with every appearance of delight - but harry noticed that her quill and the parchment had suddenly vanished from the box of magical mess remover, and rita's clawed fingers were hastily snapping shut the clasp of her crocodile-skin bag.  how are you? she said, standing up and holding out one of her large, mannish hands to dumbledore.  i hope you saw my piece over the summer about the international confederation of wizards' conference?	1
25094	banishing the cry of sorrow by the healing art.	0
20766	for i would not have you ignorant that, in the present evil state of	0
5587	we are not playing hide-and-seek, harry, said voldemort's soft, cold voice, drawing nearer, as the death eaters laughed.  you cannot hide from me.  does this mean you are tired of our duel?  does this mean that you would prefer me to finish it now, harry?  come out, harry . . . come out and play, then ... it will be quick ... it might even be painless ... i would not know... i have never died. . . .	1
19611	his finger; and the same expression is used about any other part of the	0
4850	your name didn't get into the goblet of fire by accident.  if someone's trying to attack you, they're on their last chance.  stay close to ron and hermione, do not leave gryffindor tower after hours, and arm yourself for the third task.  practice stunning and disarming.  a few hexes wouldn't go amiss either.  there's nothing you can do about crouch.  keep your head down and look after yourself.  i'm waiting for your letter giving me your word you won't stray out-of-bounds again.	1
17523	acquainted with all sorts of moral natures?	0
13224	taste. he would make an entire reformation of the old mythology; like	0
154	            uncle vernon and aunt petunia had managed to find excuses for his bad marks as usual:  aunt petunia always insisted that dudley was a very gifted boy whose teachers didn't understand him, while uncle vernon maintained that he didn't want some swotty little nancy boy for a son anyway.  they also skated over the accusations of bullying in the report - he's a boisterous little boy, but he wouldn't hurt a fly! aunt petunia had said tearfully.	1
12138	described in the words of plato as having a 'fierce secret longing	0
8613	predication, or that all might be predicated of all, he arrives at the	0
1465	i do hope this year's batch of gryffindors are up to scratch, said nearly headless nick, applauding as mcdonald, natalie!  joined the gryffindor table.  we don't want to break our winning streak, do we?	1
18894	will the just man or citizen ever be guilty of sacrilege or theft, or	0
3725	doesn't he ever go into the office? hermione whispered suddenly. look!	1
19714	them. for that equals should defend themselves against equals we shall	0
5130	harry knew that the interview was over; dumbledore did not look angry, yet there was a finality in his tone that told harry it was time to go.  he stood up, and so did dumbledore.	1
10791	indicated. for the numbers 3, 4, 5, which represent the sides of the	0
2047	oh don't say that, said hermione with a shudder. imagine that lot loose on the grounds. . . .	1
7796	professions. the physician should have had experience of disease in	0
17689	and to this end they ought to be wise and efficient, and to have a	0
4311	right, said harry coolly, turning back to his ginger roots.  i'll bear that in mind if i ever get the urge to go in there.	1
20403	the false philosophers have at length appeared in view.	0
19355	that the men and women of a state should be as good as possible?	0
7059	question 'whether the just or the unjust is the happier.' he begins	0
13103	forgets nothing; with 'wise saws and modern instances' he would stem the	0
6855	philosophy. we may note in passing the antiquity of casuistry, which not	0
16857	and a narrative it remains both in the speeches which the poet recites	0
4883	the tip of a wand emerged from around the back of the chair.  it was pointing at wormtail.	1
19274	little learning will lead the one to discover a great deal; whereas	0
4563	harry had to think for a moment before he realized what ron was talking about.	1
11947	and heroic deeds as in the days of dante or petrarch; and many types	0
13007	the far-off anticipation of the harmony of knowledge, are great steps	0
22427	to say against us, and we shall be the saviours of the constitution and	0
20980	light up again. (heraclitus said that the sun was extinguished every	0
2718	at least thirty wizards, seven or eight to each dragon, were attempting to control them, pulling on the chains connected to heavy leather straps around their necks and legs. mesmerized, harry looked up, high above him, and saw the eyes of the black dragon, with vertical pupils like a cat's, bulging with either fear or rage, he couldn't tell which. . . . it was making a horrible noise, a yowling, screeching scream.	1
25682	to be born of a woman because they had been his murderers; he beheld	0
